classement,artiste,artiste_2,artiste_3,artiste_4,titre,editeur,annee,semaine,producer_1,producer_2,writer_1,writer_2,release_date,sample_type,sample_from
24,NO LIMIT,,,,LA RUE,SONY MUSIC ENTERTAINMENT / NO LIMIT PROD,2023,31,Phazz,,Gazo,Damso,2023-05-11,,
25,DAVID KUSHNER,,,,DAYLIGHT,VIRGIN MUSIC FRANCE / VIRGIN MUSIC,2023,31,Rob Kirwan,,Livingston,Boon,2023-04-14,sample,Last Time - Eli Youngblood
26,VACRA,,,,TIKI TAKA,CARTHAGE MUSIC / CARTHAGE MUSIC / ARAI MUSIC,2023,31,MarvelPro,,Vacra,,2022-11-10,,
27,MORAD,,,,SE GRITA,ORCHARD / M.D.L.R,2023,31,SHB,Nuviala,JuL,Morad,2023-05-12,,
28,NINHO,AYRA STARR,,,NO LOVE,REC. 118 / JEFE PRODUCTIONS,2023,31,Manu Manu,Leveatz,Ninho,Ayra Starr,2023-06-30,,
29,DAVID GUETTA,,,,BABY DON'T HURT ME,WARNER / PARLOPHONE UK,2023,31,David Guetta,Toby Green,David Guetta,Mike Hawkins,2023-04-07,interpolation,What Is Love? - Haddaway
30,PLK,,,,NOUVELLES,PANENKA MUSIC,2023,31,Senpaï Katchy,FREAKEY!,PLK,,2023-04-14,,
31,PURPLE DISCO MACHINE,KUNGS,,,SUBSTITUTION,ISLAND DEF JAM,2023,31,Purple Disco Machine,Kungs,Kungs,Purple Disco Machine,2023-03-30,interpolation,Big in Japan - Alphaville
32,NUIT INCOLORE,,,,DÉPASSÉ,CINQ 7,2023,31,Nuit incolore,,Nuit incolore,,2022-12-15,,
33,TRAVIS SCOTT,,,,MODERN JAM,SONY MUSIC ENTERTAINMENT / CACTUS JACK/EPIC,2023,31,Travis Scott,Guy-Manuel de Homem-Christo,Travis Scott,Guy-Manuel de Homem-Christo,2023-07-28,sample,Cool - CØLDSKY
34,TRAVIS SCOTT,,,,I KNOW ?,SONY MUSIC ENTERTAINMENT / CACTUS JACK/EPIC,2023,31,Travis Scott,OZ,Travis Scott,Coleman,2023-07-28,interpolation,MAFIA - Travis Scott
35,BILLIE EILISH,,,,"WHAT WAS I MADE FOR? [FROM THE MOTION PICTURE ""BARBIE""]",ONE RECORDS / UNIVERSAL MUSIC,2023,31,,,,,,,
36,TRAVIS SCOTT,,,,SIRENS,SONY MUSIC ENTERTAINMENT / CACTUS JACK/EPIC,2023,31,Travis Scott,WondaGurl,Travis Scott,Buddy Ross,2023-07-28,sample,Explorer Suite - New England
37,CALVIN HARRIS,ELLIE GOULDING,,,MIRACLE,SONY MUSIC ENTERTAINMENT / RCA,2023,31,Calvin Harris,BURNS,Calvin Harris,Ellie Goulding,2023-03-10,interpolation,Miracle - Bloodlust (Hardstyle)
38,TRAVIS SCOTT,,,,DELRESTO,SONY MUSIC ENTERTAINMENT / PARKWOOD ENTERTAINMENT/COLUMBIA,2023,31,Travis Scott,Hit-Boy,Beyoncé,Travis Scott,2023-07-28,sample,It Must Be Him - Vikki Carr
39,TRAVIS SCOTT,,,,GOD'S COUNTRY,SONY MUSIC ENTERTAINMENT / CACTUS JACK/EPIC,2023,31,Travis Scott,30 Roc,Travis Scott,30 Roc,2023-07-28,sample,Must Be Leaving Sample Pack - Dez Wright
40,PLK,,,,DEMAIN,PANENKA MUSIC,2023,31,Boumidjal,,PLK,,2023-04-14,,
41,NAHIR,,,,PIRANHA,SONY MUSIC ENTERTAINMENT / AWA,2023,31,Nqssim,Sam H,Nahir,Vacra,2023-05-26,,
42,BECKY G,,,,ARRANCA,SONY MUSIC ENTERTAINMENT / KEMOSABE RECORDS/RCA RECORDS,2023,31,HoneyBoos,Alexander “A.C.” Castillo,Becky G,Omega El Fuerte,2023-03-10,,
43,GAULOIS,,,,JOLIE,SONY MUSIC ENTERTAINMENT / LA G CORP / TIENS TIENS RETIENS,2023,31,Atlas On The Track,Exi (FRA),GAULOIS,Ninho,2023-01-13,,
44,DAVE,CENTRAL CEE,,,SPRINTER,VIRGIN MUSIC FRANCE / VIRGIN MUSIC,2023,31,Jo Caleb,Jonny Leslie,Dave,Central Cee,2023-06-01,sample,​ily (tiktok version) - kirkiimad
45,KENDJI GIRAC,VIANNEY,,,LE FEU,CAPITOL MUSIC FRANCE / CAPITOL,2023,31,Renaud Rebillaud,,Kendji Girac,Vianney,2022-11-11,,
46,JUL,,,,LA FAILLE,BELIEVE / D'OR ET DE PLATINE,2023,31,JuL,,JuL,,2023-05-12,,
47,SCH,,,,JE LA CONNAIS,CAPITOL MUSIC FRANCE / MILLENIUM,2023,31,Kore,,SCH,,2016-04-25,,
48,IMAGINE DRAGONS,,,,WAVES,POLYDOR / INTERSCOPE RECORDS,2023,31,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2022-07-01,,
49,LIBIANCA,,,,PEOPLE,SONY MUSIC ENTERTAINMENT / 5K RECORDS LIMITED,2023,31,Mage The Producer,,Libianca,Orhue Moses Dias,2022-12-05,,
50,DYSTINCT FT NAZA,,,,BUSINESS,SONY MUSIC ENTERTAINMENT / AVALON MUSIC,2023,31,YAM,Unleaded,Naza,DYSTINCT,2023-06-02,,
51,THE WEEKND,,,,DIE FOR YOU,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,31,The Weeknd,Cashmere Cat,The Weeknd,Cirkut,2016-11-25,sample,Blocked (Interlude) - Lamont Lawrence
52,TOM ODELL,,,,ANOTHER LOVE,COLUMBIA / ITNO/COLUMBIA,2023,31,Dan Grech-Marguerat,,Tom Odell,,2012-10-15,sample,Daleko stąd - Gospel
53,PEGGY GOU,,,,NANANA,BEGGARS / XL RECORDINGS,2023,31,Peggy Gou,,Peggy Gou,,2023-09-28,sample,9 PM (Till I Come) - ATB
54,GAZO,,,,DIE,BSB PROD,2023,31,Dallas,,Gazo,Dallas,2022-07-01,interpolation,Where Did I Put That Thing? / Bibbidi-Bobbidi-Boo - Oliver Wallace
55,R3HAB/INNA/SASH!,,,,ROCK MY BODY,WEA / SPINNIN' RECORDS,2023,31,,,,,2023-04-28,,
56,TRINIX,,,,THE MAGIC KEY,ORCHARD / PEOPLE WANT TO DANCE,2023,31,Trinix,,,,2023-04-07,,
57,TRAVIS SCOTT,,,,CIRCUS MAXIMUS,SONY MUSIC ENTERTAINMENT / CACTUS JACK/EPIC,2023,31,Travis Scott,WondaGurl,Travis Scott,The Weeknd,2023-07-28,interpolation,Black Skinhead - Kanye West
58,SDM,,,,MR. OCHO,CAPITOL MUSIC FRANCE / CAPITOL,2023,31,H8MKRZ,,SDM,H8MKRZ,2022-12-02,,
59,DAVID GUETTA,,,,I'M GOOD,WARNER / PARLOPHONE UK,2023,31,,,,,,,
60,TRAVIS SCOTT,,,,TOPIA TWINS,SONY MUSIC ENTERTAINMENT / CACTUS JACK/EPIC,2023,31,Travis Scott,Wheezy,Travis Scott,Rob49,2023-07-28,interpolation,Surround Sound - JID
61,AQUA,,,,BARBIE GIRL,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,31,Jam & Delgado,Claus Norreen,Johnny Jam,Delgado,1997-05-14,sample,Therapy - Jane’s World
62,DJADJA,DINAZ,,,CAPITAINE,BELIEVE / CARRÉ MUSIC,2023,31,Akuma Tracks,,Djadja,Dinaz,2023-03-17,,
63,WERENOI,,,,LABORATOIRE,BELIEVE / PGP RECORDS,2023,31,Evi Beats,,Werenoi,Evi Beats,2023-03-10,,
64,TRAVIS SCOTT,,,,TELEKINESIS,SONY MUSIC ENTERTAINMENT / CACTUS JACK/EPIC,2023,31,Travis Scott,Kanye West,Travis Scott,Future,2023-07-28,sample,Arena - Wallis Lane
65,MENTISSA,,,,MAMMA MIA,BELIEVE / TÔT OU TARD,2023,31,,,Vianney,,2022-11-18,sample,PANNONIA - DESH
66,HAMZA,,,,NOCIF,WARNER / JUST WOKE UP,2023,31,Ponko,Lucozi,Hamza,Ponko,2023-02-17,sample,Lady (Hear Me Tonight) - Modjo
67,GAZO,,,,FLEURS,BSB PROD,2023,31,Shiruken Music,,Tiakola,Gazo,2022-07-01,,
68,HARRY STYLES,,,,AS IT WAS,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,31,Tyler Johnson,Kid Harpoon,Kid Harpoon,Tyler Johnson,2022-04-01,sample,Take on Me - a-ha
69,KAROL G,,,,TQG,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,31,Ovy On The Drums,,KAROL G,KEITYN,2023-02-24,interpolation,Triple M - Pitbull
70,METRO BOOMIN,THE WEEKND,,,CREEPIN',ISLAND DEF JAM / UNIVERSAL MUSIC,2023,31,Metro Boomin,DaHeala,Metro Boomin,21 Savage,2022-12-02,sample,Boadicea - Enya
71,P!NK,,,,TRUSTFALL,SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL,2023,31,Fred again..,Johnny McDaid,P!nk,Johnny McDaid,2023-01-27,,
72,THE WEEKND,,,,BLINDING LIGHTS,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,31,The Weeknd,Max Martin,The Weeknd,Oscar Holter,2019-11-29,sample,Pulsar City Alarm - Adams & Fleisner
73,THE WEEKND,,,,SAVE YOUR TEARS,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,31,The Weeknd,Max Martin,The Weeknd,Belly,2020-03-20,sample,Pain - Leeky G Bando
74,ADEN FOYER,,,,THE BALLET GIRL,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,31,Aden Foyer,Paul Hers,Aden Foyer,Paul Hers,2022-10-21,,
75,MÅNESKIN,,,,BABY SAID,RCA GROUP / EPIC,2023,31,Max Martin,SLY,Damiano David,Victoria,2023-01-20,,
76,LOUANE,,,,SECRET,ISLAND DEF JAM,2023,31,Tristan Salvati,,Louane,,2022-10-09,interpolation,Secret (sad orchestra) - Louane
77,ROSALÍA,,,,DESPECHÁ,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,31,Chris Jedi,Gaby Music,ROSALÍA,Chris Jedi,2022-07-28,sample,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56/66 - Bizarrap"
78,NINHO,,,,LA VIE QU ON MENE,REC. 118 / MAL LUNE MUSIC,2023,31,Chady,,Ninho,,2019-03-22,sample,Chagrin des bons moments - PSO Thug
79,JUL,,,,TROPICAL,BELIEVE / D'OR ET DE PLATINE,2023,31,JuL,,JuL,,2023-06-16,,
80,DYSTINCT,,,,TEK TEK,SONY MUSIC ENTERTAINMENT / AVALON MUSIC,2023,31,YAM,Unleaded,MHD,DYSTINCT,2023-05-12,interpolation,Më Humbe - Era Istrefi
81,KOFS,SOSO MANESS,ELAMS,JUL,BANDE ORGANISÉE,BELIEVE / RIEN 100 RIEN,2023,31,JuL,,Solda (FRA),Elams,2020-08-15,sample,Jersey Drill #2 - Sto
82,NAPS,,,,LA KIFFANCE,BELIEVE / OK MANY INDUSTRIE ET 13ÈME ART MUSIC,2023,31,Zeg P,,Naps,,2021-02-26,sample,OVER NOW - NickiMusic
83,TRAVIS SCOTT,,,,SKITZO,SONY MUSIC ENTERTAINMENT / CACTUS JACK/EPIC,2023,31,,,,,,,
84,JAIN,,,,THE FOOL,COLUMBIA,2023,31,Yodelice,,Jain,Jason Glasser,2023-02-23,,
85,NINHO,,,,LA VIE DE JOHNNY,REC. 118 / JEFE PRODUCTIONS,2023,31,Sam H,,Ninho,Sam H,2023-06-30,,
86,TRAVIS SCOTT,,,,TIL FURTHER NOTICE,SONY MUSIC ENTERTAINMENT / CACTUS JACK/EPIC,2023,31,Metro Boomin,James Blake,Travis Scott,James Blake,2023-07-28,sample,Bitches (Reply) - DJ Jimi
87,WERENOI,,,,SOLITAIRE,BELIEVE / PLR MUSIC & PGP RECORDS,2023,31,HuFel Beatz,,Werenoi,,2022-08-08,,
88,LOMEPAL,,,,DECRESCENDO,IDOL / PINÉALE,2023,31,Stwo,Pierrick Devin,Lomepal,,2022-09-16,,
89,THE WEEKND/PLAYBOI CARTI/MADONNA,,,,POPULAR,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,31,,,,,2023-06-02,,
90,TRINIX,FAFÁ DE BELÉM,,,EMORIO,WEA / TRINIX MUSIC / WEA FRANCE,2023,31,,,,,,,
91,WERENOI,,,,LA LEAGUE,BELIEVE / PGP RECORDS,2023,31,Robin Crollet,,Werenoi,,2021-03-03,,
92,TRAVIS SCOTT,,,,PARASAIL,SONY MUSIC ENTERTAINMENT / CACTUS JACK/EPIC,2023,31,Travis Scott,Jahaan Sweet,Travis Scott,Yung Lean,2023-07-28,sample,Drug Song - Dave Bixby
93,LUIDJI,,,,RESTE EN VIE,ISLAND DEF JAM / FOUFOUNE PALACE BONJOUR,2023,31,Ryan Koffi,MNSD,Luidji,,2023-06-23,,
94,ONE REPUBLIC,,,,I AIN'T WORRIED,POLYDOR / UNIVERSAL MUSIC,2023,31,Ryan Tedder,Brent Kutzle,Björn Yttling,Tyler Spry,2022-05-13,sample,Young Folks - Peter Bjorn and John
95,ED SHEERAN,,,,EYES CLOSED,WEA / ATLANTIC RECORDS UK,2023,31,Aaron Dessner,Fred again..,Ed Sheeran,Fred again..,2023-03-24,sample,Couldn’t Leave: Summer 2023 Megamix - Joseph James (DJ)
96,KYO,COEUR DE PIRATE,,,DERNIÈRE DANSE,SONY MUSIC ENTERTAINMENT / RCA GROUP,2023,31,Kyo,François Delabrière,Kyo,,2003-04-18,sample,Clairvoyance - Hexakil
97,ZOLA,,,,AMBER,SONY MUSIC ENTERTAINMENT / AWA,2023,31,Kore,Aurélien Mazin,Zola,Kore,2022-11-18,,
98,JUNG KOOK,LATTO,,,SEVEN,VIRGIN MUSIC FRANCE / VIRGIN MUSIC,2023,31,watt,Cirkut,watt,Jon Bellion,2023-07-14,interpolation,Seven (Explicit Ver.) - Jung Kook (정국)
99,LOUISE ATTAQUE,,,,J'T'EMMÈNE AU VENT,LABEL PANTHEON / BARCLAY,2023,31,Gordon Gano,Warren Bruleigh,Gaëtan Roussel,,0997-04-22,interpolation,Artificiel - DJ Erise
100,WERENOI,,,,CIAO,BELIEVE / PLR MUSIC / PGP RECORDS / ALLPOINTS,2023,31,Shaman Beatz,Noxious,Werenoi,Ninho,2023-03-10,,
101,SOUND OF LEGEND,,,,SOME KIND OF KISS,BELIEVE / PLAY TWO,2023,31,Sound Of Legend,,Nick Van Eede,,2023-02-24,,
102,MACKLEMORE AND RYAN LEWIS,RAY DALTON,,,CAN'T HOLD US,CATALOGUE MARKETING CLASSIQUE / WEA,2023,31,,,,,2011-08-16,,
103,PLK,,,,ÉMOTIF,WAGRAM / PANENKA MUSIC,2023,31,,,Playboi Carti,,,interpolation,Paper - Playboi Carti
104,SERGIO ALEJANDRO,,,,ALL FOR U,IDOL / CAN'T STOP PRODUCTIONS,2023,31,,,,,,,
105,REMA,,,,CHARM,VIRGIN MUSIC FRANCE / MAVIN RECORDS / JONZING WORLD,2023,31,ThisizLondon,,Rema,,2023-04-28,,
106,NINHO,LIL BABY,,,BLUE STORY,REC. 118 / JEFE PRODUCTIONS,2023,31,Shayaa,PSK,Ninho,Lil Baby,2023-06-30,,
107,TRAVIS SCOTT,,,,LOOOVE,SONY MUSIC ENTERTAINMENT / CACTUS JACK/EPIC,2023,31,Travis Scott,Pharrell Williams,Travis Scott,Kid Cudi,2023-07-28,sample,Shake Your Booty - Bunny Sigler
108,JASON DERULO,DIDO,,,WHEN LOVE SUCKS,WEA / ATLANTIC RECORDS,2023,31,,,,,,,
109,SADEK,,,,TP,BELIEVE / INSTINCT PRODUCTIONS,2023,31,Symphony Dreams,,Sadek,Ninho,2023-06-16,,
110,NINHO,,,,BON QU’À ÇA,REC. 118 / JEFE PRODUCTIONS,2023,31,Shayaa,Traplysse,Ninho,Shayaa,2023-06-30,,
111,FAVÉ,,,,URUS,BELIEVE / MORNING GLORY MUSIC / 109 RECORD,2023,31,MB On The Track,,Favé (FRA),MB On The Track,2022-10-12,,
112,TRAVIS SCOTT,,,,LOST FOREVER,SONY MUSIC ENTERTAINMENT / CACTUS JACK/EPIC,2023,31,Travis Scott,James Blake,Travis Scott,Westside Gunn,2023-07-28,sample,​F.O.R.E.V.E.R - James Blake
113,JAIN,,,,MAKEBA,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,31,Yodelice,,Jain,,2015-06-22,sample,CALORAZO - Bulin 47
114,GUNNA,,,,FUKUMEAN,WEA / 300 ENTERTAINMENT,2023,31,Dunk Rock,Florian “Flo” Ongonga,Gunna,Dunk Rock,2023-06-16,sample,All Stars - JStar Balla
115,NINHO,OMAH LAY,,,BAD,REC. 118 / JEFE PRODUCTIONS,2023,31,Le Marabout,D-Way Beatz,Ninho,Omah Lay,2023-06-30,,
116,ALONZO,,,,TOUT VA BIEN,ONLY PRO,2023,31,SHK,Scar (FRA),Ninho,Naps,2022-05-20,,
117,SCH,,,,AUTOBAHN,REC118 / REC. 118,2023,31,SCH,Vito Bendinelli,SCH,Vito Bendinelli,2022-11-18,,
118,TIAKOLA,,,,GASOLINA,WATI-B,2023,31,Shiruken Music,,Tiakola,Rsko,2022-05-27,,
119,SHAY,,,,JOLIE GO,BECAUSE / JOLIE GARCE RECORDS / BECAUSE MUSIC,2023,31,SHB,Jo A Touch,Shay,Moona,2023-03-03,,
120,JUL,,,,LA BANDITE,BELIEVE / D'OR ET DE PLATINE,2023,31,Zaka2054,Abys One,JuL,,2019-06-14,,
121,NINHO,,,,25 G,REC. 118 / JEFE PRODUCTIONS,2023,31,SVOnTheBeat,,Ninho,,2023-06-07,interpolation,Binks to Binks 7 - Ninho
122,NINHO,,,,CHIRAQ,REC. 118 / JEFE PRODUCTIONS,2023,31,BK Music,TripleNBeat,Ninho,,2023-06-30,,
123,ZEG P,,,,FADE UP,BELIEVE / ON DA TRAX,2023,31,Zeg P,,SCH,Hamza,2022-06-24,,
124,ARIBEATZ,,,,MIRAGE,SONY MUSIC ENTERTAINMENT / EPIC LOCAL,2023,31,AriBeatz,,Christian Tavares,AriBeatz,2023-04-14,,
125,LA PETITE CULOTTE,,,,LA GOFFA LOLITA,WARNER / PARLOPHONE (FRANCE),2023,31,,,,,,,
126,SOOLKING,,,,Y DOR,CAPITOL MUSIC FRANCE / LAOBAN INTERNATIONAL / PANDOR,2023,31,Unleaded,YAM,Soolking,DYSTINCT,2023-07-28,,
127,SWEDISH HOUSE MAFIA,,,,MOTH TO A FLAME,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,31,Swedish House Mafia,Desembra,Axwell,Steve Angello,2021-10-22,sample,CURA DI TE - Voga
128,SOOLKING,,,,SUAVEMENTE,CAPITOL MUSIC FRANCE / CAPITOL,2023,31,Scar (FRA),Voluptyk,Soolking,,2022-02-23,interpolation,Suavemente - Elvis Crespo
129,ROSALÍA,,,,LA FAMA,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,31,The Weeknd,ROSALÍA,El Guincho,Noah Goldstein,2021-11-11,interpolation,TOTO - Karmen (FRA)
130,SOOLKING,,,,BALADER,CAPITOL MUSIC FRANCE / CAPITOL,2023,31,MKL,,Niska,Soolking,2022-05-27,,
131,DAMSO,,,,MACARENA,CAPITOL MUSIC FRANCE / CAPITOL,2023,31,Double X,,Damso,,2017-04-28,sample,Normal - Fallon
132,PIERRE DE MAERE,,,,UN JOUR JE MARIERAI UN ANGE,WAGRAM / CINQ 7,2023,31,Marso (FRA),,Marso (FRA),Pierre de Maere,2021-11-08,,
133,NINHO,,,,RICH PORTER,REC. 118 / JEFE PRODUCTIONS,2023,31,Shayaa,Str8cash,Ninho,Shayaa,2023-06-30,,
134,GAZO,LEVELSANTANA,,,DRILL FR 6,SONY MUSIC ENTERTAINMENT / BSB PROD,2023,31,ANGELGOAT,MeloBaker,Gazo,LEVELSANTANA,2023-07-20,interpolation,NO LÈCHE - Gazo
135,BORIS WAY,,,,LOSE MY MIND,SONY MUSIC ENTERTAINMENT / B1,2023,31,Boris Way,,Boris Way,Cristiano Cesario,2023-04-28,,
136,FARRUKO,,,,PEPAS,SONY MUSIC ENTERTAINMENT / RCA,2023,31,Sharo Towers,Ghetto,IAmChino,Juan Manuel Gomez,2021-06-24,sample,Dos Tres Trucos - Paola Suárez
137,SLIMANE,,,,DES MILLIERS DE JE T'AIME,CAPITOL MUSIC FRANCE / CAPITOL,2023,31,Yaacov Salah,Meïr Salah,Slimane,,2022-09-02,,
138,TIMAL,,,,760,CAPITOL MUSIC FRANCE / ARGENTIC MUSIC / CALIENTE RECO,2023,31,Serk,HRNN,Timal,,2023-07-28,,
139,BIGFLO,OLI,,,DERNIÈRE,POLYDOR,2023,31,Djaresma,20syl,Oli,Bigflo,2022-06-24,,
140,RK,,,,LOLA,CAPITOL MUSIC FRANCE / LES RESCAPES,2023,31,SHK,,RK,SHK,2022-10-05,,
141,THE WEEKND,,,,STARBOY,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,31,Daft Punk,The Weeknd,Guy-Manuel de Homem-Christo,Thomas Bangalter,2016-09-21,sample,Phoenix - A$AP Rocky
142,LOUANE,,,,PARDONNE-MOI,ISLAND DEF JAM,2023,31,,,,,,,
143,JOSMAN,,,,INTRO,SIDELINE,2023,31,Eazy Dew,Lucci’ (FRA),Josman,,2022-03-18,,
144,OLIVIA RODRIGO,,,,VAMPIRE,ONE RECORDS / INTERSCOPE RECORDS,2023,31,,,,,,,
145,ZOLA,,,,TOUTE LA JOURNÉE,SONY MUSIC ENTERTAINMENT / AWA,2023,31,Kore,Aurélien Mazin,Tiakola,Kore,2023-02-03,interpolation,No Scrubs - TLC
146,ELTON JOHN,DUA LIPA,,,COLD HEART,VIRGIN MUSIC FRANCE / UNIVERSAL MUSIC,2023,31,GD8,,KayleeHazel,Elton John,2024-05-24,,
147,GALA,,,,FREED FROM DESIRE,BELIEVE / DO IT YOURSELF,2023,31,Molella,Phil Jay,Gala,Molella,1996-10-23,sample,3 ÉTOILES - Yanslo
148,WERENOI,,,,CHEMIN D'OR,BELIEVE / PLR MUSIC / PGP RECORDS / ALLPOINTS,2023,31,Shiruken Music,,Werenoi,Shiruken Music,2023-03-10,,
149,LEWIS CAPALDI,,,,SOMEONE YOU LOVED,VIRGIN MUSIC FRANCE / UNIVERSAL MUSIC,2023,31,TMS,,Ben Kohn,Lewis Capaldi,2018-11-08,sample,Married To Music - Mistah Kye
150,AYA NAKAMURA,,,,BABY,WARNER / REC. 118,2023,31,Shiruken Music,Maximilien Silva,Aya Nakamura,,2023-01-12,,
151,SLIMANE,,,,CHEZ TOI,CAPITOL MUSIC FRANCE / CAPITOL,2023,31,Yaacov Salah,Meïr Salah,Slimane,Claudio Capéo,2022-09-02,,
152,LOMEPAL,,,,TROP BEAU,IDOL / PINÉALE,2023,31,Lomepal,Pierrick Devin,Lomepal,,2018-12-07,,
153,BENSON BOONE,PHILIPPINE LAVREY,,,IN THE STARS,WEA / WARNER RECORDS,2023,31,Jason Evigan,,Benson Boone,Jason Evigan,2022-04-29,,
154,FRANGLISH,,,,BOLINGO,UNIVERSAL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION CAPITOL MUSIC FRANCE,2023,31,Marjane Slami,Big Tom (FRA),Franglish,,2023-06-02,,
155,NINHO,,,,GRANDS ENSEMBLES,REC. 118 / JEFE PRODUCTIONS,2023,31,,,,,,,
156,BEYONCÉ,,,,CUFF IT,COLUMBIA / PARKWOOD ENTERTAINMENT/COLUMBIA,2023,31,Beyoncé,NOVA WAV,Beyoncé,Raphael Saadiq,2022-07-29,sample,Square Biz - Teena Marie
157,MÅNESKIN,,,,THE LONELIEST,SONY MUSIC ENTERTAINMENT / RCA GROUP,2023,31,Fabrizio Ferraguzzo,Måneskin,Damiano David,Ethan Torchio,2022-10-07,,
158,TROIS CAFÉS GOURMANDS,,,,À NOS SOUVENIRS,BELIEVE / PLAY TWO,2023,31,,,Sébastien Gourseyrol,,2017-07-02,,
159,LANA DEL REY,,,,SUMMERTIME SADNESS,ONE RECORDS / POLYDOR,2023,31,Emile Haynie,,Lana Del Rey,Rick Nowels,2012-01-27,sample,Marlon Brando - Caneda
160,OBOY,,,,QUALI,SONY MUSIC ENTERTAINMENT / 360 RECORDS,2023,31,Machynist,,OBOY,,2023-07-13,,
161,LOST FREQUENCIES,,,,WHERE ARE YOU NOW,SONY MUSIC ENTERTAINMENT / EPIC AMSTERDAM,2023,31,Lost Frequencies,,Joacim Persson,Dag Lundberg,2021-07-30,sample,Everything: 2022 Megamix - Joseph James (DJ)
162,FRANCIS MERCIER,MAGIC SYSTEM,NITEFREAK,,PREMIER GAOU,WEA / SPINNIN' DEEP,2023,31,,,,,,,
163,ROSA LINN,,,,SNAP,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,31,Alex Salibian,Ethan Schneiderman,Rosa Linn,Larzz Principato,2022-03-19,sample,Everything: 2022 Megamix - Joseph James (DJ)
164,KYGO,,,,SAY SAY SAY,SONY MUSIC ENTERTAINMENT / KYGO/RCA RECORDS,2023,31,Kygo,George Martin,Paul McCartney,Michael Jackson,2023-03-31,,
165,ONEREPUBLIC,,,,RUNAWAY,ONE RECORDS / POLYDOR,2023,31,,,,,,,
166,DJADJA,DINAZ,,,PAS LÀ,BELIEVE / CARRÉ MUSIC,2023,31,Bersa,,Djadja,Dinaz,2023-03-03,,
167,JUL,,,,J'AI TOUT SU,BELIEVE / D'OR ET DE PLATINE,2023,31,JuL,,JuL,,2022-06-03,,
168,NINHO,,,,JEFE,REC. 118 / MAL LUNE MUSIC,2023,31,PHILY ASAP,Mi8,Ninho,,2021-12-03,,
169,SAM FELDT,,,,CRYING ON THE DANCEFLOOR,SONY MUSIC ENTERTAINMENT,2023,31,Kris Eriksson,,Kalmani,Jonas Blue,2023-05-05,sample,Better Off Alone - Alice DeeJay
170,OBOY,,,,AVEC TOI,BELIEVE / 6&7,2023,31,Le Side,,OBOY,,2019-07-12,,
171,WERENOI,,,,ALL EYES ON ME,BELIEVE / PGP RECORDS,2023,31,Floow On The Track,,Werenoi,,2022-12-01,,
172,WERENOI,,,,10.03.2023,BELIEVE / PLR MUSIC / PGP RECORDS / ALLPOINTS,2023,31,Camaya,Matojah,Werenoi,Camaya,2023-02-23,,
173,IMAGINE DRAGONS,,,,BELIEVER,ONE RECORDS / INTERSCOPE RECORDS,2023,31,Mattman & Robin,,Dan Reynolds,Wayne Sermon,2017-02-01,sample,Novo Dono dos Miraculous - Venum Beats
174,COLDPLAY,,,,VIVA LA VIDA,WARNER / PARLOPHONE UK,2023,31,Brian Eno,Markus Dravs,Chris Martin,Guy Berryman,2008-05-25,sample,Fallen Primadonna - Himynameisshan.
175,CÉLINE DION,,,,J'IRAI OÙ TU IRAS,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,31,Jean-Jacques Goldman,,Jean-Jacques Goldman,,1995-03-30,,
176,GAZO,,,,NO LÈCHE,SONY MUSIC ENTERTAINMENT / BSB PROD,2023,31,Boumidjal,HoloMobb,Gazo,Kerchak,2023-03-15,interpolation,Drill Fr 6 - (S.M.B) - Gazo
177,DAVIDO,,,,UNAVAILABLE,SONY MUSIC ENTERTAINMENT / COLUMBIA,2023,31,Magicsticks,RAGEE,Davido,Musa Keys,2023-03-31,sample,DYNAMIC DUO - Bobby TooTact
178,LUIDJI,,,,POUR DEUX ÂMES SOLITAIRES,WARNER / FOUFOUNE PALACE,2023,31,Ryan Koffi,Pee Magnum,Luidji,,2017-11-01,,
179,THE WEEKND,,,,CALL OUT MY NAME,ISLAND DEF JAM / UNIVERSAL MUSIC,2023,31,Ging,,The Weeknd,Ging,2018-03-30,sample,The Birds Pt. 2 - The Weeknd
180,GLASS ANIMALS,,,,HEAT WAVES,VIRGIN MUSIC FRANCE / UNIVERSAL MUSIC,2023,31,Dave Bayley,,Dave Bayley,,2020-06-29,sample,Guess What’s Back - David0Mario
